ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
TKT-100446,High,Resolved,Software,Device not responding,Issue reported: Device not responding,2023-12-04,2023-12-07,Charlie,2023-12-04 00:00:00
TKT-100447,Medium,In Progress,Hardware,Login issue,Issue reported: Login issue,2023-12-02,,Julia,2023-12-02 00:00:00
TKT-100448,Medium,In Progress,Software,Security alert,Issue reported: Security alert,2023-02-09,,George,2023-02-09 00:00:00
TKT-100449,Critical,Resolved,Network,Application crash,Issue reported: Application crash,2023-10-02,2023-10-12,Ethan,2023-10-02 00:00:00
TKT-100450,Low,Open,Hardware,Login issue,Issue reported: Login issue,2020-12-16,,Ethan,2020-12-16 00:00:00
TKT-100451,Critical,Open,Software,System failure,Issue reported: System failure,2020-06-20,,Diana,2020-06-20 00:00:00
TKT-100452,Critical,Resolved,Security,Access request,Issue reported: Access request,2022-03-12,2022-03-14,Fatima,2022-03-12 00:00:00
TKT-100453,Critical,Open,Software,System failure,Issue reported: System failure,2021-06-11,,Charlie,2021-06-11 00:00:00
TKT-100454,Medium,Open,Security,Security alert,Issue reported: Security alert,2023-08-27,,Ethan,2023-08-27 00:00:00
TKT-100455,Critical,Open,Access,Password reset,Issue reported: Password reset,2022-11-25,,George,2022-11-25 00:00:00
TKT-100456,Low,In Progress,Hardware,Password reset,Issue reported: Password reset,2024-02-22,,George,2024-02-22 00:00:00
TKT-100457,High,In Progress,Security,Performance issue,Issue reported: Performance issue,2022-08-02,,Charlie,2022-08-02 00:00:00
TKT-100458,Medium,Closed,Security,Device not responding,Issue reported: Device not responding,2022-01-22,2022-01-28,Ethan,2022-01-22 00:00:00
TKT-100459,High,Resolved,Hardware,Security alert,Issue reported: Security alert,2021-05-19,2021-06-05,Julia,2021-05-19 00:00:00
TKT-100460,Critical,Closed,Hardware,System failure,Issue reported: System failure,2020-01-02,2020-01-03,Alice,2020-01-02 00:00:00
TKT-100461,High,Open,Security,Login issue,Issue reported: Login issue,2023-09-16,,Hannah,2023-09-16 00:00:00
TKT-100462,High,In Progress,Access,Email malfunction,Issue reported: Email malfunction,2021-03-24,,Ivan,2021-03-24 00:00:00
TKT-100463,Low,Open,Network,Password reset,Issue reported: Password reset,2020-07-14,,Diana,2020-07-14 00:00:00
TKT-100464,High,Closed,Hardware,System failure,Issue reported: System failure,2022-12-12,2022-12-22,Ivan,2022-12-12 00:00:00
TKT-100465,High,Closed,Software,Network outage,Issue reported: Network outage,2022-09-18,2022-10-05,Bob,2022-09-18 00:00:00
TKT-100466,High,Open,Access,Application crash,Issue reported: Application crash,2024-01-10,,Alice,2024-01-10 00:00:00
TKT-100467,Critical,Resolved,Network,Performance issue,Issue reported: Performance issue,2020-01-16,2020-01-20,George,2020-01-16 00:00:00
TKT-100468,Critical,In Progress,Security,Performance issue,Issue reported: Performance issue,2020-01-19,,Julia,2020-01-19 00:00:00
TKT-100469,Medium,Open,Hardware,Login issue,Issue reported: Login issue,2023-09-27,,Ethan,2023-09-27 00:00:00
TKT-100470,Critical,Closed,Network,Performance issue,Issue reported: Performance issue,2022-08-10,2022-08-16,Julia,2022-08-10 00:00:00
TKT-100471,Medium,Resolved,Access,Application crash,Issue reported: Application crash,2024-10-26,2024-10-31,Fatima,2024-10-26 00:00:00
TKT-100472,Critical,Open,Network,Device not responding,Issue reported: Device not responding,2022-11-18,,Fatima,2022-11-18 00:00:00
TKT-100473,Medium,Open,Access,Application crash,Issue reported: Application crash,2023-08-24,,Hannah,2023-08-24 00:00:00
TKT-100474,Medium,Open,Network,Login issue,Issue reported: Login issue,2021-11-21,,Ivan,2021-11-21 00:00:00
TKT-100475,Critical,In Progress,Network,Device not responding,Issue reported: Device not responding,2020-02-21,,Diana,2020-02-21 00:00:00
TKT-100476,Medium,Closed,Network,System failure,Issue reported: System failure,2023-05-18,2023-06-01,Ethan,2023-05-18 00:00:00
TKT-100477,Medium,In Progress,Security,Email malfunction,Issue reported: Email malfunction,2024-02-08,,George,2024-02-08 00:00:00
TKT-100478,High,In Progress,Access,Network outage,Issue reported: Network outage,2022-09-23,,Hannah,2022-09-23 00:00:00
TKT-100479,Critical,Open,Network,Performance issue,Issue reported: Performance issue,2022-01-29,,Hannah,2022-01-29 00:00:00
TKT-100480,High,Open,Network,System failure,Issue reported: System failure,2021-02-13,,Bob,2021-02-13 00:00:00
TKT-100481,Critical,In Progress,Software,Password reset,Issue reported: Password reset,2021-07-13,,Alice,2021-07-13 00:00:00
TKT-100482,Critical,Open,Access,Login issue,Issue reported: Login issue,2020-06-10,,Hannah,2020-06-10 00:00:00
TKT-100483,Critical,Open,Security,Performance issue,Issue reported: Performance issue,2022-10-25,,Bob,2022-10-25 00:00:00
TKT-100484,Critical,In Progress,Security,Performance issue,Issue reported: Performance issue,2023-06-05,,Ivan,2023-06-05 00:00:00
TKT-100485,Low,In Progress,Access,Login issue,Issue reported: Login issue,2020-11-28,,Hannah,2020-11-28 00:00:00
TKT-100486,Medium,Open,Software,Email malfunction,Issue reported: Email malfunction,2020-09-08,,Ethan,2020-09-08 00:00:00
TKT-100487,High,In Progress,Network,Access request,Issue reported: Access request,2023-10-01,,Alice,2023-10-01 00:00:00
TKT-100488,Critical,In Progress,Access,Application crash,Issue reported: Application crash,2021-08-11,,Diana,2021-08-11 00:00:00
TKT-100489,High,Open,Security,Security alert,Issue reported: Security alert,2024-07-23,,Ethan,2024-07-23 00:00:00
TKT-100490,High,Open,Hardware,Password reset,Issue reported: Password reset,2020-12-12,,George,2020-12-12 00:00:00
TKT-100491,Medium,Open,Hardware,Performance issue,Issue reported: Performance issue,2020-02-17,,Ethan,2020-02-17 00:00:00
TKT-100492,Medium,Closed,Security,Network outage,Issue reported: Network outage,2023-07-19,2023-08-05,Alice,2023-07-19 00:00:00
TKT-100493,Low,In Progress,Hardware,Security alert,Issue reported: Security alert,2023-03-19,,Fatima,2023-03-19 00:00:00
TKT-100494,Critical,Open,Network,Network outage,Issue reported: Network outage,2022-10-24,,Diana,2022-10-24 00:00:00
TKT-100495,Low,In Progress,Access,Login issue,Issue reported: Login issue,2020-04-23,,Ivan,2020-04-23 00:00:00
TKT-100496,Medium,Open,Software,Performance issue,Issue reported: Performance issue,2022-05-01,,Julia,2022-05-01 00:00:00
TKT-100497,Critical,In Progress,Hardware,Network outage,Issue reported: Network outage,2022-11-10,,Alice,2022-11-10 00:00:00
TKT-100498,Low,In Progress,Network,Password reset,Issue reported: Password reset,2020-08-03,,Charlie,2020-08-03 00:00:00
TKT-100499,Low,In Progress,Hardware,Access request,Issue reported: Access request,2020-09-26,,Ethan,2020-09-26 00:00:00
